state;action_reward;n_state
323&3|117&3|280&3|546&3|15&4|127&4|595&3|1197&5|717&4|476&5|126&5|531&4;116&3|148&5|924&5|471&5;323&3|117&3|280&3|546&3|15&4|127&4|595&3|1197&5|717&4|476&5|126&5|531&4|116&3|148&5|924&5|471&5
489&4|606&4|286&3|109&4|595&3|228&4|133&3|230&4|265&4|747&4|472&3|9&4;755&4|1005&5|51&5|73&4;489&4|606&4|286&3|109&4|595&3|228&4|133&3|230&4|265&4|747&4|472&3|9&4|755&4|1005&5|51&5|73&4
109&4|116&5|127&5|514&5|420&4|187&5|286&3|100&5|14&5|751&3|249&3|181&4;273&4|557&4|473&4|257&4;109&4|116&5|127&5|514&5|420&4|187&5|286&3|100&5|14&5|751&3|249&3|181&4|273&4|557&4|473&4|257&4
100&4|748&5|741&4|326&4|323&4|1254&1|871&3|825&4|289&1|282&4|926&4|363&4;286&4|1291&2|595&3|407&3;100&4|748&5|741&4|326&4|323&4|1254&1|871&3|825&4|289&1|282&4|926&4|363&4|286&4|1291&2|595&3|407&3
403&4|560&2|67&4|768&4|28&4|174&3|72&5|1178&2|763&4|96&5|7&3|15&5;422&4|94&2|541&5|63&4;403&4|560&2|67&4|768&4|28&4|174&3|72&5|1178&2|763&4|96&5|7&3|15&5|422&4|94&2|541&5|63&4
576&1|693&1|748&5|802&2|175&2|496&2|708&2|290&3|1139&3|510&2|428&1|193&4;245&4|313&4|388&2|471&2;576&1|693&1|748&5|802&2|175&2|496&2|708&2|290&3|1139&3|510&2|428&1|193&4|245&4|313&4|388&2|471&2
797&4|578&5|398&1|300&4|222&5|405&3|183&3|7&4|636&2|385&2|566&4|808&2;147&3|825&3|182&2|576&1;797&4|578&5|398&1|300&4|222&5|405&3|183&3|7&4|636&2|385&2|566&4|808&2|147&3|825&3|182&2|576&1
176&5|173&1|55&1|96&4|568&5|4&3|692&3|182&5|195&4|172&5|216&4|17&2;86&4|175&1|657&4|156&4;176&5|173&1|55&1|96&4|568&5|4&3|692&3|182&5|195&4|172&5|216&4|17&2|86&4|175&1|657&4|156&4
1009&3|845&4|216&4|70&4|432&5|455&4|24&4|95&5|288&2|151&4|173&5|820&4;175&4|211&4|209&4|204&4;1009&3|845&4|216&4|70&4|432&5|455&4|24&4|95&5|288&2|151&4|173&5|820&4|175&4|211&4|209&4|204&4
305&5|538&3|332&4|300&3|262&5|294&2|313&5|690&5|328&4|286&5|909&5|127&5;151&4|93&4|50&4|7&4;305&5|538&3|332&4|300&3|262&5|294&2|313&5|690&5|328&4|286&5|909&5|127&5|151&4|93&4|50&4|7&4
135&4|357&5|64&4|248&3|89&5|475&5|289&2|52&4|429&4|285&3|462&5|168&5;177&2|175&4|282&3|197&5;135&4|357&5|64&4|248&3|89&5|475&5|289&2|52&4|429&4|285&3|462&5|168&5|177&2|175&4|282&3|197&5
117&4|31&3|499&3|275&4|83&4|640&1|685&3|258&5|96&4|209&5|717&1|8&4;684&3|367&4|202&4|230&4;117&4|31&3|499&3|275&4|83&4|640&1|685&3|258&5|96&4|209&5|717&1|8&4|684&3|367&4|202&4|230&4
202&4|310&4|268&2|8&5|887&4|211&4|201&3|153&4|258&4|313&2|319&4|655&3;4&4|692&3|210&3|435&5;202&4|310&4|268&2|8&5|887&4|211&4|201&3|153&4|258&4|313&2|319&4|655&3|4&4|692&3|210&3|435&5
167&2|36&2|50&5|27&2|215&3|182&4|214&4|95&4|159&3|248&4|205&3|24&3;51&4|6&5|129&5|87&5;167&2|36&2|50&5|27&2|215&3|182&4|214&4|95&4|159&3|248&4|205&3|24&3|51&4|6&5|129&5|87&5
239&3|735&3|501&3|625&3|29&1|393&3|135&2|204&4|383&2|278&3|432&4|186&4;402&3|419&4|568&4|405&4;239&3|735&3|501&3|625&3|29&1|393&3|135&2|204&4|383&2|278&3|432&4|186&4|402&3|419&4|568&4|405&4
124&5|222&4|42&4|240&5|56&5|473&5|921&5|204&5|519&5|275&4|845&3|357&2;530&5|603&4|509&5|588&4;124&5|222&4|42&4|240&5|56&5|473&5|921&5|204&5|519&5|275&4|845&3|357&2|530&5|603&4|509&5|588&4
327&2|990&3|319&3|321&4|294&3|872&3|328&2|324&2|245&2|300&2|288&3|332&2;322&2|323&2|988&2|325&2;327&2|990&3|319&3|321&4|294&3|872&3|328&2|324&2|245&2|300&2|288&3|332&2|322&2|323&2|988&2|325&2
294&4|272&5|300&5|315&3|333&2|748&5|326&5|258&2|328&3|690&4|313&5|310&5;873&5|893&1|332&5|323&4;294&4|272&5|300&5|315&3|333&2|748&5|326&5|258&2|328&3|690&4|313&5|310&5|873&5|893&1|332&5|323&4
483&5|347&3|1512&3|14&4|201&3|528&4|286&4|100&3|1015&1|209&5|197&2|210&3;1411&3|1456&4|96&3|1018&5;483&5|347&3|1512&3|14&4|201&3|528&4|286&4|100&3|1015&1|209&5|197&2|210&3|1411&3|1456&4|96&3|1018&5
109&4|675&3|53&2|1219&3|127&5|179&4|524&5|427&3|50&5|134&4|1172&2|196&3;648&3|442&2|569&3|441&2;109&4|675&3|53&2|1219&3|127&5|179&4|524&5|427&3|50&5|134&4|1172&2|196&3|648&3|442&2|569&3|441&2
550&5|89&4|742&4|292&3|121&5|368&3|276&2|68&5|226&4|202&4|96&5|869&4;453&3|1090&3|1091&4|1210&4;550&5|89&4|742&4|292&3|121&5|368&3|276&2|68&5|226&4|202&4|96&5|869&4|453&3|1090&3|1091&4|1210&4
27&3|282&5|293&4|218&4|214&1|816&2|82&4|808&4|4&3|447&2|452&3|98&4;833&4|823&3|155&2|739&3;27&3|282&5|293&4|218&4|214&1|816&2|82&4|808&4|4&3|447&2|452&3|98&4|833&4|823&3|155&2|739&3
181&5|250&5|988&4|50&5|62&2|230&4|89&5|449&4|288&3|450&3|100&4|222&4;183&4|210&4|157&1|429&5;181&5|250&5|988&4|50&5|62&2|230&4|89&5|449&4|288&3|450&3|100&4|222&4|183&4|210&4|157&1|429&5
1237&3|339&5|288&4|259&4|326&4|359&5|243&5|687&5|301&4|340&5|300&5|1025&5;410&5|117&4|596&2|321&3;1237&3|339&5|288&4|259&4|326&4|359&5|243&5|687&5|301&4|340&5|300&5|1025&5|410&5|117&4|596&2|321&3
127&3|180&5|507&4|9&4|235&5|717&3|1017&4|197&4|98&3|168&4|475&3|496&3;474&5|357&4|1268&5|481&5;127&3|180&5|507&4|9&4|235&5|717&3|1017&4|197&4|98&3|168&4|475&3|496&3|474&5|357&4|1268&5|481&5
1479&3|65&3|219&4|89&5|657&5|660&3|633&3|12&5|802&2|525&4|427&4|404&4;1297&3|1168&4|1148&3|665&4;1479&3|65&3|219&4|89&5|657&5|660&3|633&3|12&5|802&2|525&4|427&4|404&4|1297&3|1168&4|1148&3|665&4
298&4|272&2|288&3|324&1|258&1|245&3|222&4|323&3|250&2|751&3|294&3|313&5;380&3|246&2|1098&2|268&2;298&4|272&2|288&3|324&1|258&1|245&3|222&4|323&3|250&2|751&3|294&3|313&5|380&3|246&2|1098&2|268&2
326&4|286&3|258&5|313&5|310&3|272&5|1294&4|300&3|288&4|937&2|294&1|328&4;322&3|689&5|748&4|316&4;326&4|286&3|258&5|313&5|310&3|272&5|1294&4|300&3|288&4|937&2|294&1|328&4|322&3|689&5|748&4|316&4
245&5|742&4|508&5|405&4|678&4|109&1|1245&4|300&5|471&4|14&1|126&1|7&4;150&3|151&4|980&2|455&5;245&5|742&4|508&5|405&4|678&4|109&1|1245&4|300&5|471&4|14&1|126&1|7&4|150&3|151&4|980&2|455&5
358&4|300&3|25&3|1014&3|825&4|348&3|222&3|125&3|147&3|471&3|455&4|50&5;151&2|829&2|748&2|281&2;358&4|300&3|25&3|1014&3|825&4|348&3|222&3|125&3|147&3|471&3|455&4|50&5|151&2|829&2|748&2|281&2
289&3|1012&3|100&4|596&4|7&3|276&5|1&4|118&3|288&4|1014&3|282&4|25&5;252&3|291&2|595&2|928&3;289&3|1012&3|100&4|596&4|7&3|276&5|1&4|118&3|288&4|1014&3|282&4|25&5|252&3|291&2|595&2|928&3
196&3|523&3|655&3|181&5|318&5|28&3|685&2|172&5|51&4|432&3|134&5|68&1;258&4|367&2|877&1|845&4;196&3|523&3|655&3|181&5|318&5|28&3|685&2|172&5|51&4|432&3|134&5|68&1|258&4|367&2|877&1|845&4
257&4|597&4|332&4|591&3|9&5|455&4|281&3|405&3|596&4|1011&4|147&3|515&5;741&3|117&4|25&4|280&3;257&4|597&4|332&4|591&3|9&5|455&4|281&3|405&3|596&4|1011&4|147&3|515&5|741&3|117&4|25&4|280&3
265&5|65&1|462&3|27&5|428&1|403&1|501&3|659&5|509&3|1376&4|558&4|368&1;1027&4|853&1|1494&1|1230&3;265&5|65&1|462&3|27&5|428&1|403&1|501&3|659&5|509&3|1376&4|558&4|368&1|1027&4|853&1|1494&1|1230&3
8&4|205&4|1113&2|508&2|188&2|136&4|14&4|42&3|630&3|531&4|318&4|135&5;30&3|150&3|241&3|751&3;8&4|205&4|1113&2|508&2|188&2|136&4|14&4|42&3|630&3|531&4|318&4|135&5|30&3|150&3|241&3|751&3
65&5|153&4|214&5|141&4|496&5|181&5|182&3|154&5|200&5|215&5|86&5|837&5;82&4|1133&3|427&5|434&3;65&5|153&4|214&5|141&4|496&5|181&5|182&3|154&5|200&5|215&5|86&5|837&5|82&4|1133&3|427&5|434&3
306&4|512&4|507&4|486&4|490&5|8&4|268&3|464&2|194&4|461&4|13&2|166&4;134&5|485&5|466&4|502&4;306&4|512&4|507&4|486&4|490&5|8&4|268&3|464&2|194&4|461&4|13&2|166&4|134&5|485&5|466&4|502&4
1&4|685&3|151&3|1011&4|121&4|943&4|294&3|1047&5|25&4|181&4|42&3|298&4;11&4|208&3|230&2|403&3;1&4|685&3|151&3|1011&4|121&4|943&4|294&3|1047&5|25&4|181&4|42&3|298&4|11&4|208&3|230&2|403&3
200&4|184&3|98&4|53&4|358&2|234&3|7&4|201&2|448&3|436&3|672&3|100&4;590&2|565&3|635&2|145&2;200&4|184&3|98&4|53&4|358&2|234&3|7&4|201&2|448&3|436&3|672&3|100&4|590&2|565&3|635&2|145&2
520&4|513&5|483&5|654&4|1558&5|136&4|286&5|215&4|484&5|641&4|65&4|199&4;611&5|10&5|127&4|499&5;520&4|513&5|483&5|654&4|1558&5|136&4|286&5|215&4|484&5|641&4|65&4|199&4|611&5|10&5|127&4|499&5
475&3|286&5|938&1|98&3|275&3|327&1|313&5|272&5|655&4|651&4|427&4|886&1;204&3|650&3|87&1|56&2;475&3|286&5|938&1|98&3|275&3|327&1|313&5|272&5|655&4|651&4|427&4|886&1|204&3|650&3|87&1|56&2
258&2|300&2|328&1|288&4|347&1|344&5|751&3|340&4|315&1|750&2|312&3|272&3;269&4|302&5|349&4|882&4;258&2|300&2|328&1|288&4|347&1|344&5|751&3|340&4|315&1|750&2|312&3|272&3|269&4|302&5|349&4|882&4
118&3|1084&5|22&5|742&4|125&4|435&4|1&5|476&4|275&5|483&5|389&5|180&5;132&5|70&4|161&4|71&5;118&3|1084&5|22&5|742&4|125&4|435&4|1&5|476&4|275&5|483&5|389&5|180&5|132&5|70&4|161&4|71&5
242&3|161&5|331&3|739&4|196&5|301&4|1296&3|327&2|260&3|880&3|28&5|22&5;732&4|423&5|153&4|239&4;242&3|161&5|331&3|739&4|196&5|301&4|1296&3|327&2|260&3|880&3|28&5|22&5|732&4|423&5|153&4|239&4
334&2|322&3|319&4|321&4|268&4|988&3|289&4|288&3|332&3|286&5|873&2|302&4;880&4|325&3|245&3|304&4;334&2|322&3|319&4|321&4|268&4|988&3|289&4|288&3|332&3|286&5|873&2|302&4|880&4|325&3|245&3|304&4
238&3|217&1|74&5|100&4|218&2|294&1|1316&1|427&4|444&4|855&3|854&1|1021&4;145&1|563&1|669&1|440&4;238&3|217&1|74&5|100&4|218&2|294&1|1316&1|427&4|444&4|855&3|854&1|1021&4|145&1|563&1|669&1|440&4
283&4|50&4|906&5|333&2|116&5|306&5|340&4|150&3|763&5|124&5|900&4|13&3;740&4|6&4|276&3|222&4;283&4|50&4|906&5|333&2|116&5|306&5|340&4|150&3|763&5|124&5|900&4|13&3|740&4|6&4|276&3|222&4
324&5|357&4|329&5|50&5|362&5|210&3|356&3|271&4|288&4|301&5|359&5|328&3;358&2|294&5|260&4|11&4;324&5|357&4|329&5|50&5|362&5|210&3|356&3|271&4|288&4|301&5|359&5|328&3|358&2|294&5|260&4|11&4
347&3|266&3|340&4|358&2|331&4|326&4|316&3|96&5|22&5|270&4|687&2|28&3;508&3|50&5|742&3|298&5;347&3|266&3|340&4|358&2|331&4|326&4|316&3|96&5|22&5|270&4|687&2|28&3|508&3|50&5|742&3|298&5
294&5|546&4|985&4|15&4|455&5|274&3|475&4|930&4|290&4|477&3|471&5|300&4;1052&4|148&4|1047&4|597&5;294&5|546&4|985&4|15&4|455&5|274&3|475&4|930&4|290&4|477&3|471&5|300&4|1052&4|148&4|1047&4|597&5
178&4|659&3|134&5|479&5|199&3|656&3|661&4|191&4|615&5|835&4|194&3|286&3;1050&4|530&3|1005&1|529&4;178&4|659&3|134&5|479&5|199&3|656&3|661&4|191&4|615&5|835&4|194&3|286&3|1050&4|530&3|1005&1|529&4
86&4|165&4|340&1|631&4|211&2|208&3|606&4|381&5|1639&5|166&4|175&3|498&4;640&3|82&3|1171&4|289&2;86&4|165&4|340&1|631&4|211&2|208&3|606&4|381&5|1639&5|166&4|175&3|498&4|640&3|82&3|1171&4|289&2
485&4|521&5|64&5|73&2|845&1|221&3|509&4|477&3|182&3|494&4|9&4|481&3;516&4|1091&4|518&4|430&5;485&4|521&5|64&5|73&2|845&1|221&3|509&4|477&3|182&3|494&4|9&4|481&3|516&4|1091&4|518&4|430&5
268&5|272&5|304&4|303&5|877&2|347&5|887&4|334&3|340&4|286&4|333&3|754&3;339&3|259&2|687&3|748&3;268&5|272&5|304&4|303&5|877&2|347&5|887&4|334&3|340&4|286&4|333&3|754&3|339&3|259&2|687&3|748&3
228&4|831&4|143&4|408&3|271&3|659&4|229&4|222&4|140&3|94&2|1078&4|428&4;946&3|1089&4|1016&4|374&3;228&4|831&4|143&4|408&3|271&3|659&4|229&4|222&4|140&3|94&2|1078&4|428&4|946&3|1089&4|1016&4|374&3
276&3|1375&5|275&3|475&4|515&4|1097&4|813&5|844&5|283&2|847&3|224&4|100&5;922&5|253&5|127&5|919&5;276&3|1375&5|275&3|475&4|515&4|1097&4|813&5|844&5|283&2|847&3|224&4|100&5|922&5|253&5|127&5|919&5
357&4|475&5|166&4|250&4|294&2|186&4|1128&2|462&4|425&4|744&3|64&4|900&5;435&4|630&3|419&4|133&4;357&4|475&5|166&4|250&4|294&2|186&4|1128&2|462&4|425&4|744&3|64&4|900&5|435&4|630&3|419&4|133&4
42&4|200&4|380&3|127&4|5&4|827&2|473&2|399&3|273&3|501&3|638&4|388&3;44&2|999&3|579&2|392&3;42&4|200&4|380&3|127&4|5&4|827&2|473&2|399&3|273&3|501&3|638&4|388&3|44&2|999&3|579&2|392&3
515&5|252&3|281&4|127&4|10&5|319&5|237&3|740&3|1&4|284&3|748&3|137&5;931&2|471&2|290&4|255&2;515&5|252&3|281&4|127&4|10&5|319&5|237&3|740&3|1&4|284&3|748&3|137&5|931&2|471&2|290&4|255&2
181&5|13&1|273&3|50&5|295&1|879&2|117&4|405&5|763&4|410&1|222&5|300&5;471&4|111&3|151&3|15&5;181&5|13&1|273&3|50&5|295&1|879&2|117&4|405&5|763&4|410&1|222&5|300&5|471&4|111&3|151&3|15&5
268&4|242&4|311&5|347&3|306&4|304&4|313&3|269&3|258&4|872&3|896&5|310&4;1176&5|749&3|902&4|319&3;268&4|242&4|311&5|347&3|306&4|304&4|313&3|269&3|258&4|872&3|896&5|310&4|1176&5|749&3|902&4|319&3
269&4|346&4|682&4|538&5|100&4|455&4|150&5|288&5|64&3|237&4|194&4|313&5;191&4|168&4|185&3|205&4;269&4|346&4|682&4|538&5|100&4|455&4|150&5|288&5|64&3|237&4|194&4|313&5|191&4|168&4|185&3|205&4
477&3|71&5|98&5|933&3|322&3|458&5|844&4|813&5|44&4|196&4|988&4|127&4;313&5|270&4|248&2|179&4;477&3|71&5|98&5|933&3|322&3|458&5|844&4|813&5|44&4|196&4|988&4|127&4|313&5|270&4|248&2|179&4
315&4|286&5|302&3|990&4|100&4|311&3|294&3|678&2|310&4|269&5|242&5|300&4;283&4|1051&3|1028&1|274&3;315&4|286&5|302&3|990&4|100&4|311&3|294&3|678&2|310&4|269&5|242&5|300&4|283&4|1051&3|1028&1|274&3
751&4|906&2|690&3|680&4|315&5|346&5|303&3|750&5|344&5|340&5|301&4|752&5;1243&3|336&5|886&4|300&5;751&4|906&2|690&3|680&4|315&5|346&5|303&3|750&5|344&5|340&5|301&4|752&5|1243&3|336&5|886&4|300&5
1226&3|358&4|276&5|535&2|818&4|287&4|405&2|508&3|321&3|325&5|904&5|1199&4;815&3|286&5|547&5|1160&5;1226&3|358&4|276&5|535&2|818&4|287&4|405&2|508&3|321&3|325&5|904&5|1199&4|815&3|286&5|547&5|1160&5
340&2|476&4|359&3|9&4|255&3|118&2|295&4|676&3|286&3|477&5|243&1|1197&3;742&3|744&3|819&3|922&3;340&2|476&4|359&3|9&4|255&3|118&2|295&4|676&3|286&3|477&5|243&1|1197&3|742&3|744&3|819&3|922&3
214&3|310&4|181&4|474&5|194&4|582&5|515&4|212&4|431&3|660&5|250&4|523&3;169&5|199&3|204&4|357&3;214&3|310&4|181&4|474&5|194&4|582&5|515&4|212&4|431&3|660&5|250&4|523&3|169&5|199&3|204&4|357&3
174&5|329&3|323&3|191&4|245&3|238&5|50&5|357&5|286&4|86&3|181&4|1&3;100&5|15&5|222&5|107&4;174&5|329&3|323&3|191&4|245&3|238&5|50&5|357&5|286&4|86&3|181&4|1&3|100&5|15&5|222&5|107&4
325&4|754&2|264&2|322&2|271&2|690&4|269&5|259&2|321&4|688&1|300&3|289&3;988&1|260&3|338&2|245&4;325&4|754&2|264&2|322&2|271&2|690&4|269&5|259&2|321&4|688&1|300&3|289&3|988&1|260&3|338&2|245&4
484&5|172&5|47&4|174&4|492&4|238&3|419&4|129&5|357&5|11&4|732&3|656&4;715&5|94&4|53&4|716&3;484&5|172&5|47&4|174&4|492&4|238&3|419&4|129&5|357&5|11&4|732&3|656&4|715&5|94&4|53&4|716&3
817&1|185&3|774&1|163&3|795&2|71&4|405&2|420&4|97&4|848&5|198&3|382&1;83&2|898&1|905&2|683&1;817&1|185&3|774&1|163&3|795&2|71&4|405&2|420&4|97&4|848&5|198&3|382&1|83&2|898&1|905&2|683&1
100&5|740&2|288&4|307&4|1176&4|744&5|237&3|1233&5|303&5|286&4|297&5|268&4;458&4|127&5|150&4|676&4;100&5|740&2|288&4|307&4|1176&4|744&5|237&3|1233&5|303&5|286&4|297&5|268&4|458&4|127&5|150&4|676&4
750&5|272&4|300&4|302&3|305&4|258&4|348&3|312&3|345&5|344&5|347&3|313&4;333&4|264&4|329&3|690&3;750&5|272&4|300&4|302&3|305&4|258&4|348&3|312&3|345&5|344&5|347&3|313&4|333&4|264&4|329&3|690&3
25&3|50&5|100&5|483&5|168&4|58&3|1160&3|489&3|1073&3|201&3|121&3|508&3;1163&3|756&2|864&3|24&2;25&3|50&5|100&5|483&5|168&4|58&3|1160&3|489&3|1073&3|201&3|121&3|508&3|1163&3|756&2|864&3|24&2
127&4|319&3|14&4|126&3|237&3|15&4|245&3|520&4|50&3|744&3|276&3|181&3;199&4|269&4|286&3|483&3;127&4|319&3|14&4|126&3|237&3|15&4|245&3|520&4|50&3|744&3|276&3|181&3|199&4|269&4|286&3|483&3
294&3|286&4|296&4|257&3|50&3|255&1|324&3|248&4|993&4|678&1|1278&1|246&4;127&4|532&4|1388&5|515&5;294&3|286&4|296&4|257&3|50&3|255&1|324&3|248&4|993&4|678&1|1278&1|246&4|127&4|532&4|1388&5|515&5
324&4|273&4|124&2|293&4|93&4|150&3|123&4|13&4|288&4|246&5|235&4|147&4;221&4|129&4|325&1|628&4;324&4|273&4|124&2|293&4|93&4|150&3|123&4|13&4|288&4|246&5|235&4|147&4|221&4|129&4|325&1|628&4
938&3|655&3|211&4|168&2|194&5|70&3|428&5|745&3|152&3|322&3|523&5|47&4;25&5|163&3|116&5|629&5;938&3|655&3|211&4|168&2|194&5|70&3|428&5|745&3|152&3|322&3|523&5|47&4|25&5|163&3|116&5|629&5
1137&5|411&1|13&3|200&3|104&3|1050&3|501&3|71&4|290&4|289&5|405&3|157&1;1031&2|1400&5|164&3|652&5;1137&5|411&1|13&3|200&3|104&3|1050&3|501&3|71&4|290&4|289&5|405&3|157&1|1031&2|1400&5|164&3|652&5
183&5|156&5|574&3|250&2|185&5|421&5|727&5|258&3|794&4|714&4|475&5|509&3;1210&5|447&4|665&4|159&4;183&5|156&5|574&3|250&2|185&5|421&5|727&5|258&3|794&4|714&4|475&5|509&3|1210&5|447&4|665&4|159&4
204&3|79&5|558&5|234&5|88&4|615&5|116&5|197&5|489&4|124&5|740&5|561&5;633&5|503&3|58&4|347&5;204&3|79&5|558&5|234&5|88&4|615&5|116&5|197&5|489&4|124&5|740&5|561&5|633&5|503&3|58&4|347&5
50&4|121&5|405&3|1&5|294&4|471&3|230&3|208&4|663&5|763&3|228&3|423&4;63&4|531&4|393&4|1531&4;50&4|121&5|405&3|1&5|294&4|471&3|230&3|208&4|663&5|763&3|228&3|423&4|63&4|531&4|393&4|1531&4
963&3|213&4|604&3|499&4|127&5|13&4|1132&3|70&4|203&4|591&2|81&4|111&3;480&4|960&4|433&3|692&3;963&3|213&4|604&3|499&4|127&5|13&4|1132&3|70&4|203&4|591&2|81&4|111&3|480&4|960&4|433&3|692&3
313&3|354&5|302&3|311&5|300&3|286&5|898&4|301&4|315&4|750&2|319&3|321&1;326&5|881&5|886&5|1191&5;313&3|354&5|302&3|311&5|300&3|286&5|898&4|301&4|315&4|750&2|319&3|321&1|326&5|881&5|886&5|1191&5
149&2|235&2|268&4|301&5|13&3|845&3|311&4|221&5|319&1|744&3|1117&1|244&4;751&4|1033&2|1383&2|410&1;149&2|235&2|268&4|301&5|13&3|845&3|311&4|221&5|319&1|744&3|1117&1|244&4|751&4|1033&2|1383&2|410&1
269&5|287&5|343&4|685&4|313&5|100&4|24&2|290&3|327&3|121&2|117&4|282&5;246&5|1011&4|1051&3|148&3;269&5|287&5|343&4|685&4|313&5|100&4|24&2|290&3|327&3|121&2|117&4|282&5|246&5|1011&4|1051&3|148&3
215&5|300&3|318&4|174&5|286&4|423&5|750&5|127&5|118&3|231&4|252&3|924&4;288&2|472&3|1060&2|1028&2;215&5|300&3|318&4|174&5|286&4|423&5|750&5|127&5|118&3|231&4|252&3|924&4|288&2|472&3|1060&2|1028&2
712&4|407&3|792&4|692&4|687&1|238&5|168&5|258&5|435&5|999&4|110&1|208&5;449&1|665&1|405&1|636&3;712&4|407&3|792&4|692&4|687&1|238&5|168&5|258&5|435&5|999&4|110&1|208&5|449&1|665&1|405&1|636&3
2&4|179&3|175&3|251&4|154&3|627&3|553&4|144&3|151&4|117&4|1474&4|176&3;69&5|418&3|588&4|181&5;2&4|179&3|175&3|251&4|154&3|627&3|553&4|144&3|151&4|117&4|1474&4|176&3|69&5|418&3|588&4|181&5
301&5|242&5|340&4|272&5|336&3|895&5|898&5|289&4|269&5|748&3|307&4|302&5;343&3|349&1|353&1|873&2;301&5|242&5|340&4|272&5|336&3|895&5|898&5|289&4|269&5|748&3|307&4|302&5|343&3|349&1|353&1|873&2
650&3|117&4|222&2|977&3|180&3|472&3|185&5|693&3|193&4|191&2|50&3|604&3;402&3|132&4|177&3|186&2;650&3|117&4|222&2|977&3|180&3|472&3|185&5|693&3|193&4|191&2|50&3|604&3|402&3|132&4|177&3|186&2
748&4|79&4|309&4|92&4|82&3|229&4|29&3|426&2|625&3|68&3|403&4|230&4;397&3|1222&3|810&3|576&4;748&4|79&4|309&4|92&4|82&3|229&4|29&3|426&2|625&3|68&3|403&4|230&4|397&3|1222&3|810&3|576&4
507&2|224&4|92&2|275&3|527&4|56&4|513&3|9&5|182&1|89&5|474&3|69&4;713&5|283&2|508&4|25&4;507&2|224&4|92&2|275&3|527&4|56&4|513&3|9&5|182&1|89&5|474&3|69&4|713&5|283&2|508&4|25&4
97&4|304&4|259&1|288&2|880&3|79&4|11&1|527&3|260&2|589&3|187&3|15&4;185&4|239&4|198&4|222&4;97&4|304&4|259&1|288&2|880&3|79&4|11&1|527&3|260&2|589&3|187&3|15&4|185&4|239&4|198&4|222&4
520&4|692&4|596&3|118&4|237&5|248&3|158&3|924&2|411&3|371&2|172&5|202&4;94&3|728&2|239&4|186&4;520&4|692&4|596&3|118&4|237&5|248&3|158&3|924&2|411&3|371&2|172&5|202&4|94&3|728&2|239&4|186&4
313&4|750&5|340&5|272&5|307&3|310&5|327&4|345&4|326&4|268&1|258&2|301&3;323&2|286&4|242&4|12&4;313&4|750&5|340&5|272&5|307&3|310&5|327&4|345&4|326&4|268&1|258&2|301&3|323&2|286&4|242&4|12&4
751&3|270&3|331&4|900&4|301&4|286&4|345&4|307&3|340&4|316&5|752&3|272&4;328&3|332&2|339&3|86&5;751&3|270&3|331&4|900&4|301&4|286&4|345&4|307&3|340&4|316&5|752&3|272&4|328&3|332&2|339&3|86&5
841&1|834&4|455&2|300&3|264&2|219&5|551&1|444&3|895&2|406&1|218&3|441&2;597&4|825&1|829&1|826&1;841&1|834&4|455&2|300&3|264&2|219&5|551&1|444&3|895&2|406&1|218&3|441&2|597&4|825&1|829&1|826&1
355&2|257&4|269&3|845&3|744&4|347&4|546&3|245&4|302&4|344&4|459&4|515&5;275&5|315&5|750&5|316&5;355&2|257&4|269&3|845&3|744&4|347&4|546&3|245&4|302&4|344&4|459&4|515&5|275&5|315&5|750&5|316&5
1039&5|491&4|123&4|208&5|321&3|124&4|147&4|729&3|1048&4|94&3|616&4|418&4;281&3|1012&4|330&3|998&3;1039&5|491&4|123&4|208&5|321&3|124&4|147&4|729&3|1048&4|94&3|616&4|418&4|281&3|1012&4|330&3|998&3
286&4|523&5|135&2|187&5|134&5|604&5|288&4|327&5|1065&4|243&1|302&4|325&2;12&5|482&5|481&5|427&5;286&4|523&5|135&2|187&5|134&5|604&5|288&4|327&5|1065&4|243&1|302&4|325&2|12&5|482&5|481&5|427&5
657&4|568&4|133&3|612&4|125&5|432&2|195&4|408&5|655&4|742&4|357&4|50&5;1&5|275&4|265&4|477&4;657&4|568&4|133&3|612&4|125&5|432&2|195&4|408&5|655&4|742&4|357&4|50&5|1&5|275&4|265&4|477&4
928&3|1059&2|411&3|307&4|125&3|676&3|64&5|15&4|827&2|919&3|763&5|237&4;127&5|1073&3|318&4|655&4;928&3|1059&2|411&3|307&4|125&3|676&3|64&5|15&4|827&2|919&3|763&5|237&4|127&5|1073&3|318&4|655&4
347&4|179&4|276&3|211&5|495&2|661&4|135&4|162&4|174&4|10&4|713&4|523&4;185&3|192&4|216&4|836&3;347&4|179&4|276&3|211&5|495&2|661&4|135&4|162&4|174&4|10&4|713&4|523&4|185&3|192&4|216&4|836&3
631&4|234&5|636&4|48&5|225&4|729&4|194&5|133&4|462&5|304&4|370&3|433&5;62&3|775&3|388&2|1221&4;631&4|234&5|636&4|48&5|225&4|729&4|194&5|133&4|462&5|304&4|370&3|433&5|62&3|775&3|388&2|1221&4
380&4|89&4|218&3|196&4|200&2|294&3|429&5|227&4|31&4|480&5|228&5|447&3;672&3|859&3|895&4|567&4;380&4|89&4|218&3|196&4|200&2|294&3|429&5|227&4|31&4|480&5|228&5|447&3|672&3|859&3|895&4|567&4
