item_id;vectors
448;-0.3105224|0.24534234|0.5768813|-0.25615454|-0.70261574|0.45757726|-0.42179692|0.2240082|0.6154218|-0.3655265|0.37385547|0.14698249|0.6481537|-0.021078832|0.6508267|-0.49254048|-0.5712897|0.41389498|0.7257119|0.38254422|0.49436897|-0.82603943|-0.21385852|-0.3277733|0.22654691|0.5459205|-0.40393233|-0.39273548|-0.38252226|-0.7380195|0.25217447|0.2859418|0.3805359|-0.085664995|-0.16554928|0.23056705|-0.01311934|0.82103395|0.66726214|-0.6317303|-0.45278051|0.379574|-0.4044993|-0.710658|0.31008458|0.050817013|-0.58485645|-0.12030578|-0.29198432|-0.6647457|0.45668495|-0.51483864|-0.019322246|-0.040465385|-1.100498|-0.074926294|-0.31071287|-0.14867188|-0.16220647|0.59351516|-0.34302452|0.037490323|-0.69306266|0.046933264|-0.2858234|-0.58017004|-0.03985872|-0.2380718|-0.71265435|0.040684234|0.20982726|-0.7310964|0.2401784|-0.38804302|0.92066765|-0.343633|-0.73633295|-0.38703197|0.047736164|-0.36716512|0.80462265|-0.7222407|-0.43318385|0.88727844|-0.7166183|0.28166616|-0.9953582|-0.08929974|-0.677873|0.36080495|-0.33682102|-0.0023402125|-0.12921819|-0.10574809|0.5542033|-0.20435551|0.702218|0.21425349|-0.18081434|-0.36001498
449;0.25613782|0.8007549|0.46911535|0.7532394|0.06780061|0.061512113|-0.21481764|-0.18335071|0.9255439|-0.09953673|-0.5741932|0.89065826|0.3572358|-0.04838819|0.30114552|0.47690874|-0.4652292|0.30830747|0.7325858|0.06600712|0.513589|-0.55960965|0.5736381|-0.7283267|-0.5685738|0.5456321|-0.092237316|-0.35100543|-0.77918303|-0.34764466|0.8240322|0.1574026|0.5076072|0.21397309|-0.32087857|0.17325822|-0.32161647|0.63483506|0.48650718|-0.462988|-0.17918192|-0.2538415|-0.068582214|-0.4117084|0.716145|0.30380994|-0.38096333|-0.670041|0.40639645|0.62267756|0.02510351|-0.72018135|-0.2366901|0.17900318|-0.28708377|-0.20752862|-0.67592156|-0.5023114|-0.71414554|0.2765259|-0.6223329|-0.2171004|-0.24178535|0.2337863|-0.29348034|-0.5822582|0.29421932|0.07957375|-0.23925158|-0.076529436|0.19823037|-0.34371242|0.580033|0.1572825|0.23943424|0.07243025|-0.30925122|-0.09106755|0.2716835|-0.16764471|0.7008331|0.114985615|-0.30590296|-0.28209424|-1.0449816|-0.043155134|-0.07083686|-0.12429097|-0.48000258|0.66822183|-0.015685856|0.3610633|0.33640635|0.016278744|0.09167091|-0.63724244|0.8131786|0.1570806|-0.41759798|-0.16461451
450;-0.71222585|0.64106905|0.52000284|0.44240013|-0.4226878|-0.15749547|-0.6032064|-0.35352293|0.61990327|-0.28647584|-0.47257882|0.50477946|0.51447153|-0.057686105|0.4008777|0.23802824|-0.13732314|0.388|0.43661278|-0.022678684|0.21223336|0.020877063|0.042605072|-0.6944595|-0.3720431|-0.06858727|0.11534113|-0.89026654|-0.3616936|-0.7169093|0.04787734|0.046123475|0.6833792|0.008088812|0.15302682|0.33077005|-0.4073845|0.69945484|0.5583292|-0.680664|-0.5235586|-0.16672406|-0.2488894|-0.19781101|0.6101495|0.24391587|-0.25883767|-0.40767407|-0.45528752|0.5398515|0.67642874|-0.2289593|-0.15162626|0.10284853|-0.230516|-0.22786278|-0.5590479|0.066087484|-0.73460364|0.11585656|-0.61341953|-0.056233555|-0.1204849|0.34403446|0.251617|0.069286704|-0.5519111|0.40266994|-0.37093905|0.50430214|0.422987|-0.536488|0.080379926|-0.07235059|0.13009894|-0.8792106|-0.915555|-0.58848923|0.27330846|-0.3525359|0.44787368|0.41563645|-0.30370975|0.9932179|-0.6274726|-0.18228495|-0.11278674|-0.03296846|-0.43725932|-0.22827859|0.28776205|-0.11381875|0.1702165|-0.30798113|0.24757391|0.10190487|-0.15938035|-0.022158116|-0.33852923|-0.573475
451;-0.23033687|0.9002437|0.12919661|0.38401327|-0.011712372|-0.06827655|-0.16285469|0.41987053|0.81998134|0.04005955|-0.61445946|0.27664447|0.8819911|0.12608084|-0.09414911|0.35187733|-0.06995214|0.7953995|0.28762856|0.28352994|-0.12463391|-0.52912617|0.27865|-0.70434237|-0.26601592|0.26859415|-0.17767456|-0.33001933|0.08421698|0.23937187|0.45286423|0.06381014|0.48421496|-0.38664818|0.43037754|-0.008396536|-0.18721764|0.5095332|0.29010594|-0.6586485|-0.34642252|0.3536113|-0.25998968|-0.75343764|0.40269417|0.29224813|-0.060787052|-0.4270954|0.06258187|0.35520038|0.30554038|-0.616232|0.05724006|-0.24137823|-0.31599715|0.03139813|-0.7661531|-0.09270458|-0.56974757|0.41331136|-0.23761573|0.2784866|-0.46181524|-0.08456172|-0.065607086|-0.56071013|0.18999645|-0.20317632|-0.22310235|0.5877383|0.038070858|-0.47013968|0.19292292|-0.6237644|0.32835793|-0.27036873|-0.15665929|-0.7267029|0.54042965|-0.6832074|0.52190614|-0.12833513|-0.10613538|0.36011836|-0.41584703|-0.4647858|-0.28996596|-0.5648782|-0.4922148|-0.0069444505|-0.14670357|0.34731567|0.43919134|-0.5887556|0.15763931|-0.23935586|0.043928742|0.52307487|-0.21071762|-0.29110438
452;-0.35134694|0.2569099|0.27833065|0.48717427|-0.08042319|0.046577826|-0.37329537|0.051173247|0.46453705|-0.055141732|0.2500887|0.23069102|0.38864246|-0.27109146|0.11233218|0.49314255|-0.010191038|0.32390967|0.438689|0.10668196|0.021658823|-0.7013309|0.5135702|-0.14204958|-0.31834686|0.24658072|-0.24828032|-0.19488132|-0.42343348|-0.04339516|0.2403061|0.10000526|0.7051564|-0.64442235|-0.18957901|0.13199736|-0.31908947|0.03209856|0.14523146|-0.6961084|0.01580058|0.27994987|-0.15930814|-0.32115293|0.32412946|0.29549253|-0.42700893|-0.74876595|0.29647133|0.55826104|-0.066508174|-0.6302803|0.12569213|-0.38860828|-0.23360407|-0.16253321|-0.5901636|-0.03478205|-0.35742024|0.11483154|-0.3931771|-0.17668134|-0.4597141|0.22594452|-0.38801152|-0.5203553|0.2870352|-0.31801358|-0.32817057|0.18402329|0.2586676|-0.3586908|-0.031996794|-0.3467816|0.49263424|-0.43002293|0.064921066|-0.09874955|-0.1527331|-0.46193394|0.43911782|-0.2998604|-0.6097909|0.54663813|-0.75174826|-0.42514917|-0.16285248|-0.40940204|-0.16078702|-0.09737922|-0.19763601|0.2198684|0.13951655|-0.5025586|0.2228389|-0.4401522|0.09087774|0.4950384|-0.36091107|-0.5386416
453;-0.30185592|0.5063038|0.13746196|0.20860608|-0.44705635|0.26475814|-0.1397851|0.03200785|0.31633273|-0.029966041|-0.5117667|0.2358549|0.55228084|-0.50477695|0.18858805|0.18233402|-0.05350253|0.2386619|0.4752666|-0.086039096|0.07205147|-0.46361145|0.41698423|0.026102751|-0.4026187|0.20395191|-0.07847349|-0.37409738|-0.44136363|0.27410117|0.5119624|0.49129823|0.47251728|-0.2584451|-0.0045559704|0.38004166|-0.3653251|0.16119531|-0.08599724|-0.6892855|-0.39893618|0.10610902|-0.20165128|-0.19177873|0.8215654|0.31158724|0.1293489|-0.48529834|0.52319694|0.10810724|0.0986367|-0.3313157|-0.08502079|-0.40843457|-0.41999635|0.027298365|-0.7945316|-0.11106683|-0.41179132|0.13632506|-0.61435676|-0.077605024|-0.3341952|0.4677075|-0.20759453|-0.09438306|-0.4390867|-0.3401344|-0.37469822|0.13275728|0.33464268|-0.33475503|0.057042565|-0.33013538|0.27769968|-0.6105522|0.22374271|-0.4797327|0.288808|-0.19304992|-0.012502432|-0.3297869|-0.20721447|0.08049679|-0.5422666|-0.3121565|-0.22831237|-0.7115897|-0.74305844|0.0047844816|-0.49874002|0.34604907|0.36688358|-0.40341583|0.024767727|0.0011651814|0.09754437|0.33699733|-0.5103124|-0.19450693
454;-0.7333172|0.905408|0.68960345|0.7480105|-0.85572016|-0.11382971|-0.5324335|-0.25918806|0.6847824|0.3118142|-0.47371864|1.0332779|0.5353233|0.48129165|0.22978269|0.39887246|-0.028928414|0.26682645|0.36690623|0.115360886|-0.4387185|-0.38462457|0.32880217|-1.1134204|-0.24465835|-0.28427893|-0.52234966|0.030274555|-0.23603627|-0.47544837|0.29340184|0.48363116|-0.12455952|-0.2420794|-0.014416322|-0.0030109882|-0.008612707|0.5836259|1.056947|-0.4738128|-0.27277267|0.20503342|-0.16406429|-0.46378618|0.8127927|0.14700827|-0.4025337|-0.21294129|0.25045806|0.8215933|0.16990884|-0.0084040165|0.03032396|-0.06244938|0.09291041|0.51028246|-0.2844754|-0.12251353|0.05294457|0.037512362|-0.2556221|-0.72108734|-0.2660779|-0.3162622|0.17514609|-0.49104577|-0.11229541|0.06006226|-0.24664107|-0.013422202|0.5254328|-0.48073515|0.08978582|-0.14201888|0.8176274|-0.39615095|-0.017620742|0.061891466|0.37462845|-0.0699434|0.69400847|0.16281283|-0.4646351|0.44978383|-1.1506107|-0.34095025|-0.24591112|-0.3048719|-0.9195491|0.43763494|-0.6306766|0.3982889|0.27733678|-0.40115052|0.32103765|-0.046732605|0.54045|0.88395154|-0.6747606|-0.63833475
455;-0.50813705|0.13569266|0.5208684|0.71050334|-0.11939822|0.15077701|-0.25552124|0.7680523|0.5570269|0.14856376|-0.12202495|0.62879276|0.49202055|-0.54888785|0.5175774|0.4568124|-0.192586|0.517346|0.5784905|-0.033374112|-0.38012654|-0.98508537|0.5445791|-0.84398437|-0.28532884|-0.036594033|0.018762022|0.49959558|0.07005781|-0.44928914|0.3631364|-0.20781341|0.18241304|-0.18235525|-0.08518972|0.09464459|-0.014128275|-0.2047632|0.7462333|-0.22603452|0.60319984|0.0979213|-0.12428862|-0.51701164|0.65333855|0.4910776|-0.5412183|-0.392253|0.3874338|0.43004522|0.245137|-0.49427873|-0.05342991|-0.4455836|0.16060632|0.5787159|-0.69541824|0.104770645|-0.6263323|0.9506117|-0.7003391|-0.29395336|-0.37779173|0.20837131|-0.13819745|-0.49236667|0.66732883|-0.7527993|-0.43386316|0.15600836|0.31982234|-0.75937706|0.0955242|-0.5546879|-0.014630109|-0.6344481|0.1314724|-0.2557398|-0.18516357|-0.58227754|0.7490828|-0.18523197|-0.1951726|0.48472467|-0.39642105|-0.35028565|-0.082424775|-0.32760403|-0.4174719|0.012781203|-0.42609975|0.25304496|0.35263735|-0.22581458|-0.121663615|-0.70441127|0.7878853|0.72859806|-0.009501904|-0.03035453
456;-0.45431423|0.5392101|0.35373986|0.3805077|-0.105403066|0.33370042|-0.21906674|0.41644067|0.31594384|0.37379187|-0.31456375|0.3405425|0.24046218|-0.40877253|0.20773022|0.24668664|-0.29913446|0.10447815|0.61085165|0.040006742|-0.18069275|-0.92329055|0.44005325|-0.43258676|-0.21932414|0.25988263|-0.067320354|-0.2460011|0.016469896|-0.031933784|-0.061525717|0.8210366|0.3945453|-0.09112026|-0.21089041|0.41297692|-0.16305673|0.0387353|-0.04589574|-0.7600512|-0.480951|-0.09327866|-0.46162277|-0.10973251|0.057827562|0.12453173|-0.74689126|-0.5801797|-0.06991634|0.5211587|0.12218292|0.0013572276|0.04969748|-0.077832356|-0.15789331|0.7238529|-0.892998|0.11171898|-0.47734588|0.58738697|-0.71404296|-0.15093333|-0.33584037|0.22049025|0.010086313|-0.5511833|-0.16643623|-0.31240276|0.032607585|0.14244728|-0.11277357|0.00058326125|0.4615353|-0.6343372|0.5863858|-0.6104947|0.10017426|0.09451422|0.21080379|-0.5848912|1.1176904|-0.65422463|0.118540674|-0.052673638|-1.0693238|-0.06507255|-0.298543|-0.28221077|-0.82699335|0.43354264|-0.31970042|0.49317992|0.32164568|-0.093076736|-0.4232651|-0.35290924|0.11408444|0.3612241|-0.9270518|-0.16835512
457;-0.48038042|0.657537|0.12535988|0.30347753|-0.4057953|-0.5463061|-0.3803188|0.033573948|0.28357926|-0.23355162|-0.18889078|0.52787507|0.3691598|-0.1893642|0.47957385|0.28869054|-0.5323723|1.3801285|0.764505|-0.62016225|-0.015032396|-0.43491054|0.43642557|-0.79168934|-0.20176552|0.17499766|-0.33315593|0.18755703|-0.33713394|-0.8433989|0.88566834|0.27968532|0.73489064|0.21719246|0.44210768|0.2021311|-0.5157099|0.28692698|0.087215796|-0.34915465|-0.24804318|0.34895325|-0.32810813|-0.61234903|0.6657386|-0.3143114|-0.70250195|-0.66774046|-0.029289842|0.6360114|0.3955472|-0.4069547|0.09005832|-0.5459329|-0.02398324|-1.0442684|-0.65350103|-0.0775473|0.088785976|1.0897076|-0.22925928|0.21130514|-0.072356015|-0.13747762|-0.42754215|0.15074375|0.33313414|-0.6088189|-0.5765783|0.2404272|0.3138755|-0.18509042|0.3233604|-0.42789754|0.4133952|-0.98129314|-0.11827604|-0.5993914|0.45581198|-1.001121|0.25845647|-0.28837943|-0.37372455|0.40730125|-1.0889739|-0.38904035|-0.6118176|-0.71822906|-0.8737855|0.709734|-0.4909331|-0.0034389198|-0.13853985|-0.7048012|0.13248686|-0.07586858|1.0273608|0.71156716|0.13017651|-0.84986734
458;-0.48023576|0.6972146|-0.0074854493|0.76862216|-0.010115147|0.3535573|-0.28050938|-0.02038534|0.42545083|-0.4359284|-0.3176961|-0.12483215|0.028149217|-0.6251848|0.5083346|0.3881562|-0.63638085|-0.3110107|1.3049675|0.22345424|0.35233182|-0.8398603|-0.13480851|-0.33276755|-0.62641287|0.3799119|-0.7654978|-0.4133817|-0.41306144|-0.009901851|-0.18258305|0.14464955|0.6107237|-0.26740488|-0.027915858|0.4045677|0.03438258|0.035657406|0.18932237|-0.26083764|0.39985374|0.15661672|0.11066249|-0.17037871|0.31289396|-0.36289185|0.2824833|-0.30778933|-0.02808237|0.53633684|0.3541295|-0.65246767|-0.03510482|-0.6023613|-0.61640584|-0.5706402|-0.48896515|0.34188488|0.016868532|0.8069371|-0.37289602|0.14596352|-0.712528|0.040701464|0.16306202|0.010794997|-0.664463|-0.265538|-0.23219056|-0.54363|0.3496323|-0.15749422|-0.06086082|-0.26618004|0.38532394|-0.4943442|-0.36024535|-0.7335091|0.043686207|-0.6749612|0.15468928|-0.38607353|-0.15578416|-0.3696311|0.027504146|0.1768117|-0.7426482|-0.25998533|-0.83974874|-0.5624525|-0.6496755|0.2427457|0.14855224|-0.37208366|0.4006213|-0.4616673|0.5441238|-0.016083747|-0.522202|-0.3297924
459;-0.5241939|0.6569059|-0.2987407|0.37068987|0.21595809|0.2917556|-0.4795299|0.046099745|0.10437691|0.22493292|-0.43471825|0.6201234|0.7069358|-0.17044234|-0.03199795|0.2658185|-0.44960594|0.56096643|0.9853563|0.2954116|-0.359133|-1.3122351|0.43429324|-0.49457094|-0.15935427|0.046128623|-0.36248362|-0.2246693|-0.47100154|-0.44421163|0.35464978|0.10752669|0.73370886|-0.79338336|0.19696856|0.47597444|-0.21852481|0.20338419|0.42841864|-0.45825267|-0.58431417|0.4084405|-0.46742252|-0.65062076|0.48817027|0.10965956|-0.09450887|-0.57251936|-0.0076402724|0.5338251|0.14317392|-0.40731427|-0.27787912|-0.07392104|-0.010737747|0.4091711|-0.55735004|0.08899152|-0.514318|0.27844653|-0.61468697|-0.33455068|-0.23247094|0.40429163|0.047770783|-0.19900146|0.018019274|-0.39054227|-0.07362032|0.34071165|0.47606438|-0.33513248|0.4672581|-0.7100764|0.5375318|-0.6836885|0.19785239|-0.6301967|0.9798738|-0.07471982|0.44505692|-0.6531995|-0.30974898|-0.12601912|-0.1971296|-0.067980394|0.12739646|-0.18626088|-0.24728331|0.04841897|-0.33278856|-0.37847823|0.42707223|-0.7544025|-0.28770405|-0.33125386|0.32376668|0.7616792|-0.6766936|-0.097573936
460;0.027589709|0.18893327|0.17250566|0.6749565|-0.5340451|0.18056904|-0.3768115|0.082213394|1.0848421|0.11627512|-0.2631609|0.63213587|0.7152038|-0.34960598|0.3350073|0.0040320456|-0.4646104|0.6203287|0.6305801|-0.09494442|0.11742048|-0.38202667|0.40792757|-0.4477715|-0.2695413|-0.02124308|0.12581795|-0.06760973|-0.72835743|-0.49103713|0.5365771|-0.24566793|0.542163|-0.0033729076|0.35313785|0.29245633|-0.24907005|-0.12487754|0.24968025|-0.13144156|-0.32874876|0.18187979|-0.039931282|-0.6130099|0.31516752|-0.121785924|-0.21277651|-0.5710393|0.33613747|0.8698138|-0.12033659|-0.52698195|-0.045019556|-0.14499103|-0.5819355|-0.25476497|-0.8926005|0.59511995|-0.52777994|0.26292264|-0.40769643|-0.063499235|-0.466276|0.022450626|-0.26439703|-0.43918297|-0.1043561|-0.42509273|-0.4882499|0.014727773|0.3817513|-0.64304405|0.23331472|-0.67312837|0.28454396|-0.5882438|-0.033926785|0.018935472|0.13168803|-0.39952618|0.078696996|-0.0028771162|-0.11515361|0.53542495|-0.23408642|-0.567429|0.27444568|-0.101309076|-0.7207463|-0.070393994|-0.028745562|0.6993225|0.31512702|-0.31679896|0.273777|0.04180512|0.15054409|0.7739413|-0.4296466|-0.019410461
461;-0.22095406|-0.17753807|0.39202753|0.25410545|-0.21593805|0.37472707|-0.06938413|-0.17595297|0.3656183|-0.4873805|0.08586386|0.6190226|0.13028294|-0.33947715|0.23271194|-0.1748246|-0.14667103|0.3114329|0.8264291|-0.23052248|0.07071334|-0.65022737|0.043486297|-0.68872666|-0.24750187|0.67101276|-0.2121246|-0.19737342|-0.7186103|-0.18082988|0.20194672|0.16292146|0.22363389|0.21213986|0.4765144|0.3786376|0.82258505|0.6447511|-0.09153007|-0.8391037|-0.82028294|-0.13665801|-1.0353528|-0.28734985|0.7711435|0.15103072|-0.8716364|-0.67057025|0.16517426|0.45365286|-0.0072197467|0.26883608|0.19784436|-0.23074476|-0.03132339|0.5009737|-0.12666821|0.015638834|0.06601909|0.9541848|-0.6809032|-0.046296433|-1.0042363|0.6990437|-0.44203782|-0.07004103|-0.20360073|-0.757331|-0.6511578|0.027717734|0.35048264|-0.41024363|0.2657157|-0.28825188|0.95360243|-0.29490143|-0.72052574|-0.45198673|-0.024235036|-0.07906386|0.5909102|-0.1619426|0.061701417|0.09659293|-0.23522288|-0.53377676|-0.2515403|-0.37534428|-1.1757371|-0.30947292|-0.2863353|0.4695831|-0.04467544|-0.35319355|-0.029068246|-0.25948867|0.16538273|0.47127414|-0.653512|-0.14773305
462;0.10467848|0.5799095|-0.19179893|0.47897184|-0.38581884|0.1830037|-0.09105043|-0.25713184|0.50169045|-0.14123507|0.06323528|0.3855065|0.4758183|-0.72352755|-0.26973838|0.3397523|0.14449365|0.45659938|0.7421363|-0.3927182|0.31749856|-0.71873754|0.22195259|0.007917523|-0.2384841|-0.1725225|0.5212295|-0.21131817|-0.2638371|-0.0979013|-0.005176112|0.21459387|0.5547514|-0.25265485|-0.18342099|-0.15687642|0.05411157|0.23567511|0.498497|-0.44563147|0.13447496|0.34907323|0.29351526|0.12289828|0.5439825|0.76547325|-0.16196014|-0.084263414|0.3170633|0.4297363|0.7392423|-0.26205555|-0.17763734|-0.30177873|-0.06716348|-0.14175496|-0.89203453|-0.109824345|-0.6327182|0.41804633|-0.6192138|-0.24662484|-0.43580985|0.14778854|0.16388117|-0.23659322|0.116606936|-0.2673035|-0.13161087|0.28949556|0.34143442|-0.05885482|0.6437468|-0.4748243|0.23399276|-0.58209294|-0.031245187|0.049338758|-0.26256457|-0.48940375|0.3657196|0.033048302|-0.38238615|-0.13632715|-1.313703|-0.20276313|-0.63835377|0.24393368|0.010030985|0.2255137|-0.38665766|0.5591469|0.7236862|0.06297961|-0.11549573|-0.38900828|-0.18008658|0.10340476|-0.40237352|0.2791389
463;-0.47937113|0.33964008|0.56412786|0.4253249|0.06736463|0.057907842|-0.31132588|-0.3310621|0.6389681|0.0074151903|-0.079001635|0.32043475|0.06236598|0.05181624|0.45489094|0.17318818|-0.28860483|0.54463965|0.8155097|0.117109194|0.26606077|-0.7537937|0.2542659|0.13845375|-0.12727383|-0.06565818|-0.1213272|-0.42782646|-0.5139338|-0.5159632|0.4667346|-0.017188057|0.5076788|-0.31449544|0.3938893|0.07107821|-0.38362187|0.21494326|0.08511087|-0.5963768|-0.4081077|0.09071623|-0.07495552|-0.29671052|0.47595763|0.043709904|-0.23362541|-0.4488088|0.20814176|0.30900684|0.27055866|-0.37648016|-0.26444513|0.06711346|-0.0365818|0.06286071|-0.50184536|0.046414576|-0.15016165|0.14368233|-0.5511233|-0.18072695|-0.39642245|0.20306687|-0.23814294|-0.03129044|0.05483791|-0.36052614|-0.36297482|-0.19907895|0.37302637|-0.4867066|0.26860303|-0.37116435|0.31617025|-0.500542|-0.13257778|-0.22779526|0.04751639|-0.48551837|0.06765896|-0.07508892|-0.5576849|0.3177602|-0.32805848|-0.31811023|-0.20981449|-0.34083372|-0.5935588|-0.251956|-0.099084854|0.5129603|0.081943005|-0.19382748|0.20503297|-0.20310077|0.34001806|0.152523|-0.47030988|-0.19527481
464;-0.2355685|0.41726062|-0.02633746|0.5888508|-0.20882171|-0.034324154|0.039299846|-0.5428881|0.11690831|-0.17984968|-0.23158391|0.72310597|0.5453785|0.22649918|-0.046031415|0.4460887|0.10750605|0.84056|0.19571662|0.43787447|-0.04105392|-0.26945382|0.35815|-0.28485423|-0.3091729|-0.1952327|-0.4286153|-0.0013612658|-0.62667346|-0.3096766|0.33787858|0.3605188|0.40612584|-0.330886|0.16154565|-0.091637164|-0.1298607|0.15488254|0.25315|-0.6108191|0.011057466|0.16817015|-0.08621167|-0.7702831|0.43357337|0.25879213|-0.22105116|-0.25140148|0.3179369|0.088557124|0.19664933|-0.49318394|-0.07824076|0.19217551|-0.39162996|0.01755761|-1.1602988|-0.5226473|-0.47737277|0.46153474|-0.74329954|-0.53505754|-0.28236064|0.10359576|-0.25065997|-0.67751217|0.7249479|-0.12220676|0.31237322|0.058314946|0.84366226|-0.51328576|0.2517466|-0.5323448|0.60012627|-0.6793504|-0.38815358|-0.91795063|-0.5720873|-0.84743124|0.45180982|-0.3738409|-0.5725122|0.9217532|-0.783574|-0.6828121|-0.21651621|-0.57709146|-0.76334655|0.17136003|-0.55742806|-0.16637503|0.50009984|-0.6445353|-0.007758528|-0.57407236|0.12334834|-0.0100467205|-0.09420426|-0.12204355
465;-0.22097383|0.6943634|0.37896782|0.61702466|-0.3215241|-0.08099287|-0.074363366|0.3733525|0.8009971|-0.46569705|-0.20915715|0.5832679|0.85324824|-0.3820879|0.29137412|0.93340427|-0.027682275|0.3255232|0.7517473|0.19711678|0.0028917044|-0.80692744|0.03175518|-0.5745785|-0.6059035|0.48656732|-0.10774563|-0.26647976|-0.4462459|-0.05719638|-0.011067539|0.36531505|0.6177717|-0.15994962|0.09802658|0.08998123|-0.052205782|0.67987573|0.031750962|-0.60916543|-0.18645288|0.19480596|-0.09636035|-0.24806744|0.8127434|0.192817|-0.17184722|-0.66081274|0.45695424|0.20674422|0.3889919|-0.5038599|-0.37900648|-0.77854604|-0.4409482|0.34993863|-0.6119957|-0.12152836|-0.014503241|0.45932966|-0.51839626|0.11449945|-0.20424594|-0.09651621|-0.24367832|-0.66865313|-0.13179174|-0.09861362|-0.36680824|-0.37765402|0.52029526|-0.62434113|0.12696923|-0.3778906|0.17466654|-0.6887096|-0.08043307|-0.5308467|0.1855266|-0.50808835|0.6449629|-0.034943342|-0.41066998|0.7729487|-0.31994426|-0.32446465|-0.7019512|-0.49348384|-0.33396617|-0.38019377|-0.93650097|0.058493152|0.38446653|-0.63077134|-0.11723037|-0.27944195|0.42798296|0.5703368|-0.35592854|-0.55092925
466;-0.3838014|-0.07241154|0.08522528|0.73847854|-0.66009176|0.08295214|-0.20166433|-0.19908527|0.52052903|-0.501522|-0.30177015|0.4218046|0.6062379|-0.020414032|0.13925079|0.32274598|-0.100129835|0.79483664|0.813028|0.2907464|-0.28890038|-0.4035989|-0.013584316|-0.1726878|-0.61427194|0.4675761|-0.053913757|-0.20973364|-0.25977919|0.22824696|0.2196799|-0.18226838|0.5007403|-0.49789256|-0.17323326|0.14622962|-0.11787479|0.05115691|0.577859|-0.83573604|-0.41352534|0.19148163|-0.021598816|-0.38244057|0.6969259|0.28432882|-0.0913851|-0.31313235|0.63621914|0.13939899|-0.16977918|-0.8367318|-0.2805956|-0.41733408|-0.6620979|0.19490664|-0.35824868|0.2970337|-0.092606634|0.31633747|-0.71440154|-0.24513568|-0.34893024|0.30664194|-0.44374007|-0.44547972|0.05475366|-0.7410894|-0.72242385|0.064417645|0.58215225|-0.6974028|0.43521953|-0.12598932|-0.1258859|-0.6248367|-0.12307293|-0.20272887|0.1500303|0.04789132|0.038215876|-0.3898801|-0.003602773|0.442737|-0.25148183|-0.6016901|-0.2909866|-0.3537874|-0.39999005|-0.10259744|-0.913976|0.36677873|0.5131414|-0.5246959|0.16948892|-0.4277081|0.45785964|0.3989502|-0.46880952|-0.4893771
